title,body
"How to merge Gedcom files?","<p>A relative has sent me five GEDCOM files of different family branches. They are partly redundant, their content is formatted differently and place names are inconsistent. While most programs offer merging functionality, including <a href=""https://gramps-project.org/"" rel=""noreferrer"">Gramps</a> and <a href=""http://www.syniumsoftware.com/en/macfamilytree/"" rel=""noreferrer"">MacFamilyTree</a> which I tried here, this functionality is often limited and requires a lot of manual work (choosing entries to merge). 
I also found <a href=""http://www.genmerge.com/"" rel=""noreferrer"">GenMerge</a>, this tool seems sophisticated but only runs on Windows computers (I am on a Mac). </p>

<p>What alternatives are there for merging complete family trees? Is there an online service for this task? What is the tool of your choice and why?</p>
"
"How to find address of building in New York State censuses (1870, St Lawrence, USA)?","<p>Is there a way to know what address is <a href=""https://familysearch.org/pal:/MM9.1.1/M8KV-C9R"" rel=""nofollow noreferrer"">dwelling #1847 in the St-Lawrence 1870 census</a> ? 
ref question : <a href=""https://genealogy.stackexchange.com/q/4079/104"">How to find death record from late 19th century New York (State)?</a></p>
"
"Changing ""skin"" and fonts in Gramps Windows All-In-One (AIO)?","<p>Is it possible to change the “skin” and fonts in Gramps Windows All-In-One (AIO)?</p>

<p>I'd like to see more data by making the font smaller. I also think the buttons and graphics in the latest version are too big. </p>

<p>How can I change the font, button, and graphics size?</p>
"
"Techniques for flagging unconfirmed information?","<p>I want to be more diligent about how I record the information in my lineage-linked software (I use Family Historian).</p>

<p>This question may be a bit difficult to describe because the plain-English words I might use for some of the concepts are already in use as specific genealogy terms, so bear with me.  (see note added below the dividing line)</p>

<p>For any given source in my source list, the quality of that source may vary.  I might have a digital image of the microfilm (which is the best we can get if the original document has been destroyed), a transcription of what is on the film, and an index to that collection.  The transcription itself might be a digital image of a printed book or an online text which I can scrape.  The same for the index.  The data might be further removed, that is, a one-name or one-place or ethnic study might extract a subset of the records for their own use and publish a transcript or an index.  </p>

<p>My goal is to work from the finding aids to the original records, of course.  But while I do this, the process might also include collecting the best versions possible at each step.  E.g. I might start with the information from a website that published a list of German Naturalization records from New England, trace it back to the microfilm they copied it from, and acquire the digital image.  (After that, the REAL fun begins while I use that finding aid to find the original records!)</p>

<p>A program like GenQuiry will let me keep track of where I am in that process, but how might I flag the data in Family Historian that came from the very-poorest-quality sources, to show that this is something to be wary of?</p>

<p>For example: in one of the recently-published collections on Ancestry, their detail page for an entry in a marriage index was incorrect.  Looking at the image, I can see that the printed book's year is correct, but if this had been one of those cases where the data had been published online without the original image being available to view, there wouldn't have been any way to see that the year was wrong because of a transcription error.  </p>

<p>How can this especially-shaky data be flagged without causing too much clutter? </p>

<hr>

<p>The problem is that in the US we tend to use the 3 x 3 analysis grid described by Elizabeth Shown Mills in <a href=""https://www.evidenceexplained.com/content/quicklesson-17-evidence-analysis-process-map"" rel=""nofollow"">QuickLesson 17: The Evidence Analysis Process Map</a>, which separates the source (container) from the information inside the source, whereas Family Historian follows the older model of describing the source as Primary/Secondary (rather than Original/Derivative).</p>
"
"Can anyone decipher the comment above Louis' name on this 1940 census record?","<p>Finally posting my first question, after answering many ;-)</p>

<p>The following 1940 census record from Bronx, New York has a comment written above Louis' name.  It seems to start with ""Party has"" or ""Party was"" -- but I can't figure out the last two words.  </p>

<p>Can anyone else decipher the comment?</p>

<p>Some additional info that may be helpful:</p>

<ol>
<li><p>Milton Davidoff is Louis' nephew -- he was living with the family and the circled X means he provided the household details to the census taker.</p></li>
<li><p>Milton is on the last line of the page.  Louis' mother-in-law Celia Clayman was also living with them and is listed first on the next page.</p></li>
<li><p>Louis' occupation in this census is Retail Fisherman</p></li>
<li><p>Louis died in 1943, just 3 years after this census was taken, at the young age of 40.  So perhaps the comment might be related to him not living at home due to illness, being hospitalized, etc?  For example, many people with tuberculosis went to special TB hospitals for long-term care.</p></li>
</ol>

<p>Links to the complete image: </p>

<ul>
<li><p><a href=""http://search.ancestry.com/iexec?htx=View&amp;r=an&amp;dbid=2442&amp;iid=m-t0627-02481-00172&amp;fn=Pady%20Louis&amp;ln=Palefsky&amp;st=r&amp;ssrc=&amp;pid=3936555"" rel=""nofollow noreferrer"">Louis Palefsky at Ancestry.com</a> (indexed as ""Pady Louis Palefsky"" -- correction submitted!)</p></li>
<li><p><a href=""https://familysearch.org/pal:/MM9.1.1/KQ25-8F9"" rel=""nofollow noreferrer"">Louis Palefsky at FamilySearch</a></p></li>
</ul>

<p>Close-ups:</p>

<p><img src=""https://i.stack.imgur.com/dn6Dd.jpg"" alt=""Louis Palefsky 1940 census""></p>

<p><img src=""https://i.stack.imgur.com/qWryQ.jpg"" alt=""Louis Palefsky 1940 census - Enlarged""></p>
"
"How old *are* these people?","<p>I have found records of the Axel family I am researching in several censuses. In addition, I have death records for both Peter and Sarah, the mother and father of the family. Below I present, in convenient tabular fashion, their ages as culled from the relevant census and death records:</p>

<pre><code>        Peter   Sarah
1900    40      35      1900 Federal census
1905    50      42      1905 New York State census
1910    49      48      1910 Federal census
1915    60      54      1915 New York State census
1920    58      52      1920 Federal census
1922    70              Peter's death
1925            64      1925 New York State census
1930            69      1930 Federal census
1933            73      Sarah's death
</code></pre>

<p>While I cannot be certain of who reported these ages in many cases, the 1920 and 1922 dates are most likely due to Sarah: She signed Peter's death certificate, and she was the only person not working outside the home in their household in 1920. So how on earth could her husband have aged 12 years between those two events? And she herself regressed nicely between 1915 and 1920. Merlin would be proud of her!</p>

<p>Both of them were born in Russia and emigrated around 1890, so I don't have any primary sources for their dates of birth. Other than throwing up my hands, how should I interpret these numbers? Which year of birth is a good inference from all of this? Do I resort to plotting regression lines?</p>

<p>Sources:</p>

<p><a href=""https://familysearch.org/pal:/MM9.3.1/TH-267-11046-158359-66?cc=1325221&amp;wc=MMPJ-H8K%3an216462898"">1900 Federal census</a></p>

<p><a href=""https://familysearch.org/pal:/MM9.3.1/TH-1-159385-46004-60?cc=1463113&amp;wc=14536324"">1905 NY State Census</a></p>

<p><a href=""https://familysearch.org/pal:/MM9.1.1/M5HZ-75N"">1910 Federal census</a></p>

<p><a href=""https://familysearch.org/pal:/MM9.1.1/K92H-G95"">1915 NY State Census</a></p>

<p><a href=""https://familysearch.org/pal:/MM9.1.1/MJBN-C45"">1920 Federal census</a></p>

<p><a href=""http://stevemorse.org/vital/nydeathresults.html?Esurname=axel&amp;Efirst=peter&amp;kind=exact&amp;EnterSoundexCode=&amp;County=&amp;cert=&amp;age1=&amp;age2=&amp;unit1=4&amp;unit2=4&amp;StartYear=&amp;EndYear=&amp;month=&amp;day=&amp;birth1=&amp;birth2=&amp;pgsz=100&amp;auth=&amp;time=1354693252336&amp;host=www.italiangen.org"">1922 death</a></p>

<p><a href=""https://familysearch.org/pal:/MM9.1.1/K9T4-YWQ"">1925 NY State census</a></p>

<p><a href=""https://familysearch.org/pal:/MM9.1.1/X45Z-8NM"">1930 Federal census</a></p>

<p><a href=""http://stevemorse.org/vital/nydeathresults.html?Esurname=axel&amp;Efirst=sara&amp;kind=exact&amp;EnterSoundexCode=&amp;County=Queens&amp;cert=&amp;age1=&amp;age2=&amp;unit1=4&amp;unit2=4&amp;StartYear=&amp;EndYear=&amp;month=&amp;day=&amp;birth1=&amp;birth2=&amp;pgsz=100&amp;auth=&amp;time=1354693472279&amp;host=www.italiangen.org"">1933 death</a></p>
"
"Locating additional details on ""Thomas Tunin"" - b.1836, d.1912","<p>I'm trying to locate the birth location and parents of ""Thomas Tunin"".  I have done extensive Google searches but have so far ended up at a deadend on these particular details.  Any suggestions on where to go from here?</p>

<pre>Tunin, Thomas
b. 1836 
d. 1912 Bartlesville, Washington, Oklahoma
Gender: Male



Family:

Spouse: Phocbus, Mary Almeda 
b. 1838 
d. 1897 Little Robe, Oakwood, Dewey, Oklahoma
Gender: Female



Children:

Tunin, Lura

Tunin, George D. 
b. 1871 
d. 1931 Little Robe, Oakwood, Dewey, Oklahoma
Gender: Male

Tunin, Wlbert 
Gender: Male
Tunin, Bllomer 
Gender: Male

Tunin, Willard Barton

Tunin, Martha Ann 
Gender: Female
</pre>

<p>Source: <a href=""http://www.okgenweb.org/~okahgp/f_250.htm#16"" rel=""nofollow noreferrer"">http://www.okgenweb.org/~okahgp/f_250.htm#16</a></p>

<p>Thomas Tunin was born in 1839 and died in Bartlesville OK in 1912.</p>

<p>Thomas Tunin and Mary Almeda Phocbus were the parents of four sons:
Elbert, Bloomer, Willard, and George and also two daughters; Martha
Ann and Lura Almeda. The children were all born in Illinois.</p>

<p>They moved to Kansas in 1878 and then to Indian Territory which 
became Bartlesville OK in 1885. They moved to Dewey County about
1895 homesteading in Sec. 25-18-15. The son, George and daughter
Lura came with them.</p>

<p>They came by covered wagons, bringing a few cows, chickens and 
horses. They cooked on a camp fire under a cottonwood tree and 
slept in the two wagons until a dugout could be made. They had
many hardships as Mrs. Tunin was sick and in bed at the time. 
She died in 1897. They lived with the John Lutton family on a
part time basis then.</p>

<p>Source: <a href=""http://archiver.rootsweb.ancestry.com/th/read/OKDEWEY/1998-10/0909541518"" rel=""nofollow noreferrer"">http://archiver.rootsweb.ancestry.com/th/read/OKDEWEY/1998-10/0909541518</a>, cites Dewey County (Oklahoma) Historical Society, <em>Spanning the River</em>"" ""3 vols, particularly v1 (1976), ""Oakwood Area of Dewey County ...""  </p>

<p><img src=""https://i.stack.imgur.com/i1vXi.jpg"" alt=""Thomas Tunin Grave Stone""></p>

<p>Source: <a href=""http://www.okgenweb.org/~okdewey/cem/harrison/thomastunin.html"" rel=""nofollow noreferrer"">http://www.okgenweb.org/~okdewey/cem/harrison/thomastunin.html</a></p>

<p>The above shows death in 1908 though?</p>
"
"Did son-in-law have a different meaning in mid-19th century England?","<p>Most modern dictionaries define family relationships in a narrow sense. So that ""son in law"" refers to the husband of your daughter. However, I have encountered a very different use in the UK census of 1851.
<img src=""https://i.stack.imgur.com/vr6BI.jpg"" alt=""Extract 1851 UK Census""></p>

<p>The 17 year-old son-in-law of Richard Holloway is not the husband of Sarah (or Elizabeth or Mary Anne) but the son of his wife Hannah (father unknown).</p>

<p>I would have expected either <em>stepson</em> or <em>adopted son</em> to be used to describe that relationship. But there is a certain logic to <em>son-in-law</em>, in that a male person not related by birth is being afforded the status of his son. Inheritance might have been a prickly issue but other documents suggest that there would not have been much property to disperse; and Philemon emigrated before Richard's death.</p>

<p>An <a href=""http://books.google.com/ngrams/"" rel=""nofollow noreferrer"">ngram run on Google Books</a> enables the relative frequency of the use of terms in published texts to be plotted through time. Although that tells us nothing about the meaning with which each is being used.</p>

<p><img src=""https://i.stack.imgur.com/XyPce.png"" alt=""enter image description here""></p>

<p>It is possible that this Census return was simply an isolated instance of the misuse of a term by an individual (either accidental or deliberate, to deflect attention from Philemon's illegitimacy) or it might reflect the more widespread use of a different meaning at that time.</p>

<p>It would be interesting to analyse a sample of documents from the 1851 census for similar cases, but evidence to confirm which meaning was meant would not be readily available. Are there other instances from this timeframe where relationship terms have been used in surprising ways? </p>

<hr>

<p>Answer by Rob Hoare has provided confirmation that my interpretation is supported by others. Can anyone cite other <strong>examples</strong> that demonstrate this?</p>
"
"Meaning of remarks on 1948 USMC discharge papers?","<p>I am trying to understand the full meaning of the remarks shown on this <a href=""http://search.ancestry.com/browse/view.aspx?dbid=1089&amp;iid=33068_269670-00783&amp;pid=16399808&amp;ssrc=pt_t20889399_p19946363172_kpidz0q3d19946363172z0q26pgz0q3d32768z0q26pgplz0q3dpid_m1&amp;fn=Gordon+S&amp;ln=Feitler&amp;st=g"" rel=""nofollow noreferrer"">record</a> from the <a href=""http://en.wikipedia.org/wiki/United_States_Marine_Corps"" rel=""nofollow noreferrer"">United States Marine Corps</a> (USMC) Muster Rolls. This is from July, 1948.</p>

<p>(column headers)
<img src=""https://i.stack.imgur.com/CbgAO.jpg"" alt=""enter image description here""></p>

<p>(record in question)
<img src=""https://i.stack.imgur.com/u9X9i.jpg"" alt=""enter image description here""></p>

<p>The numbers in the first (NO.) column refer to records within a rank. FEITLER was in the ""Corporals"" list. </p>

<p>I am interested in the meaning of <code>footnote ""K""</code>; I believe 30 is the man's age. </p>

<p>Does <code>sat ser</code> mean satisfactory service? </p>

<p>Where can I find ""SPEC NO"" code meanings?</p>
"
"Standardizing place names when city sprawls across county borders?","<p>Some genealogical software draws on the API for Google Maps so the user can plot the events on a map. This might be a desktop-based application such as Calico Pie's Family Historian, or a web-based one, such as MyHeritage's new Pedigree Map. Or it could be a general-purpose GIS program which the user has pressed into service for family history purposes.  </p>

<p>To take advantage of mapping features, and other features in the software, users may standardize the place names in their genealogy database to the modern name for a place, rather like the Family History Library or other repositories might choose a specific gazetteer for their place authority -- only in this case, the standard place authority is the current map you see when you use Google Earth, or whatever place authority the GIS system uses.</p>

<p>However, some modern metropolitan areas extend past the borders of counties, and sometimes sprawl over state lines.  If a town crosses county boundaries, how do you make the decision about which county to standardize on?  </p>

<p>I would like to know:</p>

<ul>
<li>What are the criteria you use to make your decision? </li>
<li>Which geographical reference works or tools have been helpful to you? </li>
<li>How do you remember to check records in all the relevant jurisdictions?</li>
<li>What are the advantages and disadvantages of using your approach to the problem?</li>
</ul>

<p>(I'm restricting this question to the US so that we can develop questions and answers for different countries.)</p>

<hr>

<p>Records generated by a particular county will have a specific county on them.  Records which have a specific street address will reveal which county the residence is in, or where the event took place.  However some items, such as newspaper obituaries, will simply refer to someone being a resident of, or simply ""of"" the town name.  I am assuming that the researcher is recording in notes exactly what appears on the documents. </p>
"
"Mitosearch Data Entry","<p>I'm entering my uncle's mtDNA results from FamilyTreeDNA into <a href=""http://www.mitosearch.org/"" rel=""noreferrer"">mitosearch</a>. But I ran into two problems that their help doesn't seem to answer.</p>

<p><a href=""https://i.stack.imgur.com/BHPwY.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/BHPwY.jpg"" alt=""enter image description here""></a></p>

<p>Problem 1: FamilyTreeDNA provides differences from two different reference sequences: RSRS (the Reconstructed Sapiens Reference System) and rCRS (the revised Cambridge Reference System).  Which one do I enter into Mitosearch?</p>

<p>Problem 2: See the dropdown in the above image. It allows entry of the four nucleotides A, C, G and T. My uncle's mutations include some heteroplasmy, which is the presence of more than one mtDNA sequence in a cell. They are represented by different letters. In my uncle's case, one of his mutations has a Y, which I understand to represent C or T. How do I enter this into Mitosearch? </p>
"
"Understanding Native American DNA at gedmatch.com?","<p>How come gedmatch.com shows my alleged Native American DNA, but ancestry.com, FTDNA.com and 23andme.com does not? </p>

<p>Does anyone know why that is? </p>

<p>What is the difference between gedmatch database and the others? </p>
"
"Did Richard Hill and Blanche Todd live in India in the late 19th Century?","<p>My 2nd great grandmother, <a href=""https://genealogy.stackexchange.com/questions/11749/where-is-mary-elizabeth-richardson-in-the-uk-1891-census"">Mary Elizabeth Hill</a> had a brother, Richard Demetrius Hill, born in Islington in 1858. He was living with his family in the 1861 census, and with his uncle in 1871. After that, he vanishes. He does not appear to be in the 1881 or 1891 censuses, and has no obvious marriage, offspring or other records in England. Richard eventually turns up, quite dead, in Weymouth in 1895. So where had he been?</p>

<p>A search turned up an unexpected <a href=""http://www.rootsweb.ancestry.com/~nyggbs/Argosy/1895ARGOSY.pdf"" rel=""nofollow noreferrer"">death notice</a> in Rootsweb archives of the Argosy, a newspaper in British Guiana (now Guyana):
<img src=""https://www.dropbox.com/s/ezix0tkniq0vrmp/RDHill%20DeathNotice%20Argosy1895.png?raw=1"" alt=""1895 Argosy death notice for Richard Demetrius Hill""></p>

<blockquote>
  <p>Died 
  HILL - On the 28th October, at 20 Brunswick Terrace, Weymouth, Richard Demetrius Hill, son of Richard Hill, of Gloucester, aged 37; deeply mourned by his sorrowing widow. </p>
</blockquote>

<p>The name is right (and uncommon), the age is right, and his father Richard Hill was from a village near Gloucester, so that must be him. But Guyana! And there's a widow!!</p>

<p>Richard's death certificate confirms his travels:
<a href=""https://i.stack.imgur.com/nRI19.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/nRI19.jpg"" alt=""Death Certificate of Richard Demetrius Hill, Oct 1895""></a></p>

<p>The certificate gives Richard's occupation as:</p>

<blockquote>
  <p>Commissary Department
  British Guiana</p>
</blockquote>

<p>Another Rootsweb site, transcribing an <a href=""http://www.rootsweb.ancestry.com/~nyggbs/Transcriptions/1889Directory/1889Hsurnames.pdf"" rel=""nofollow noreferrer"">1889 British Guiana Directory</a> (PDF), supports this:</p>

<blockquote>
  <p>YR  PG       Last       First     Mid         OCC                    Employer                           Address              City/Area<br>
    1889   83    Hill      R.       D.         Jr Comm Tax     Chief Commissary Off.     Lombard St        </p>
</blockquote>

<p>So we turn to the British Guiana Colonists Index (also referenced, for example, by <a href=""https://genealogy.stackexchange.com/questions/9868/identifying-robert-chichester-listed-amongst-british-guiana-colonists"">this</a> question from @PolyGeo). On the <a href=""http://www.vc.id.au/tb/bgcolonistsH.html"" rel=""nofollow noreferrer"">page for H</a> we find him (and a correlating entry for Blanche Todd on the T page):</p>

<blockquote>
  <p>HILL, Richard Demetrius<br>
  * Born: ABT 1858<br>
  * Married TODD, Blanche: 11 APR 1893, St. Michael's, Berbice<br>
  * Died: 28 OCT 1895, Weymouth DOR  </p>
</blockquote>

<p>Back to the Argosy <a href=""http://www.rootsweb.ancestry.com/~nyggbs/Argosy/1893ARGOSY.pdf"" rel=""nofollow noreferrer"">for 1893</a> (PDF):</p>

<blockquote>
  <p>Married<br>
  HILL-TODD - On the 11th inst., at St Michael's, West Coast, Berbice, by the Rev. W. F. T. Elliot, Richard D. Hill, only son of the late Richard Hill, of Gloucestershire, to Blanche, second daughter of George Todd, Roehampton, Surrey.</p>
</blockquote>

<p>So Richard was in Guyana by 1889, working as a tax commissar, and married Blanche Todd there in 1893. (There is also an R.D. Hill working as a plantation Overseer in 1882, I'm not yet sure if that's him.) Within two years, he was back in England, and died there. </p>

<p>I have identified Blanche's family, as there's only one good candidate with George Todd as her father. Richard's <a href=""https://www.dropbox.com/s/2ns22o6jthmm6da/1895_12_19%20Will%20-%20London%20-%20RD%20Hill.pdf?dl=0"" rel=""nofollow noreferrer"">Will</a> confirms this, by having Blanche's brother-in-law as an executor. Richard left Blanche his assets in trust, ""whether in in England or British Guiana or elsewhere"". Blanche herself is, I think, in the 1901 census in London, but nothing in 1911. A search for deaths in the interim served up a few possibilities, one of which turned out to be the right Blanche, who came to a rather unfortunate end:</p>

<p><a href=""https://i.stack.imgur.com/MrSMT.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/MrSMT.jpg"" alt=""Death Certificate of Blanche Hill, Aug 1907""></a></p>

<p>Blanche's body was found on a beach at Walton-le-Soken in Essex in August 1907. This sad and lonely tale made the newspapers, including the <a href=""http://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/19070812/238/0009"" rel=""nofollow noreferrer"">London Daily News (BNA link)</a> and the <a href=""http://search.findmypast.co.uk/bna/viewarticle?id=bl%2f0000322%2f19070816%2f008"" rel=""nofollow noreferrer"">Chelmsford Chronicle (FMP link)</a> (transcribed by me <a href=""https://www.dropbox.com/s/8virafhn0gqav57/1907_08_16%20News%20-%20Chelmsford%20-%20Blanche%20Hill%20death%20report%20transcription.pdf?dl=0"" rel=""nofollow noreferrer"">here</a>), as a ""Mystery Woman"" found drowned on the coast.</p>

<p>Blanche's death certificate gives her occupation as:</p>

<blockquote>
  <p>Widow of<br>
  Richard<br>
  Demetrius Hill<br>
  Commissary<br>
  Indian Government<br>
  of Eastbourne  </p>
</blockquote>

<p>And that's where it starts to get confusing. Firstly, I am unsure how to interpret that description. There are, I think, three parts: ""Widow of Richard"", ""Commissary Indian Government"" and ""of Eastbourne"". (I am assuming that ""Indian Government of Eastbourne"" was not the intended reading, as that seems little more than a Daily Mail scare-headline 100 years too early.) The ""Widow"" part is obvious. But it isn't so clear, to me, whether the ""Commissary"" and ""Eastbourne"" parts are describing the occupation and residence of Blanche, or of her late husband.</p>

<p><strong>Is there any convention to this entry, or any way of confirming the attribution of these phrases?</strong></p>

<p>I have no evidence that Richard or Blanche did, or did not, live in Eastbourne, so it could refer to either of them. My current assumption is that the ""Commissary"" part does refer to Richard, as it looks like few women could hold such positions at that time. Richard did work for the Commissary in British Guiana, but I've found no records regarding India, with one exception. The Chelmsford Chronicle article asserted that:</p>

<blockquote>
  <p>Nothing definite has been ascertained regarding the deceased lady's life for some time anterior to a year or two back, when she came from India, where she resided for a long time with her husband.</p>
</blockquote>

<p>Well, that doesn't really make a lot of sense. We know that Richard was in British Guiana from at least 1889 to 1893, and had little chance to go to India before returning to the UK by 1895. But perhaps Blanche and Richard spent time in India before moving to British Guiana and marrying. </p>

<p><strong>If so, where might I find records of their time in India?</strong> </p>

<p>There seem to be very few records regarding the Indian Raj government, under which Richard would have worked in that timeframe. I've searched several of the links from the <a href=""https://familysearch.org/wiki/en/India_Genealogy"" rel=""nofollow noreferrer"">FamilySearch Wiki page for India</a>, with no hits. I have looked in some of the <a href=""https://archive.org/details/nlsarmylists"" rel=""nofollow noreferrer"">British Army List</a> documents referenced by @JanMurphy in chat, as they also include some Indian Civil Service appointments. Richard does not appear there, either because he was too junior to appear, or because those records didn't include his organisation, or because he wasn't there at all. The <a href=""https://en.wikipedia.org/wiki/Indian_Civil_Service_(British_India)"" rel=""nofollow noreferrer"">Indian Civil Service</a> was an attractive career opportunity at the time, but that Wikipedia page suggests that only top graduates were likely to gain entry, and I've no evidence for Richard having gone to university. That said, I have no idea how Richard and Blanche ended up in British Guiana either - there's no indication that any other family members were there too.</p>

<p>So did Richard and/or Blanche go to India or not? My gut feeling is that India is a red herring, something misremembered by Blanche's sister perhaps. British Guiana is close to (and commonly associated with) the West Indies, and had a <a href=""https://en.wikipedia.org/wiki/Indo-Guyanese"" rel=""nofollow noreferrer"">substantial Indian population</a> then, so there's certainly room for confusion. The only mentions of India come after both Richard and Blanche had died, thus were second-hand at best. So this may remain as one of those tantalising unprovables that litter any family history. But wouldn't it be nice to know for sure?</p>
"
"Military Record is the first sign of existence","<p>Are there any accessible records of missing persons in Scotland for the mid 19th Century?</p>

<p>I ask as I have a brick wall with my Great Great Grandfather, David Brighton (1825-1891).  </p>

<p>The earliest record I have for him is his military records from the National Archives.  He joined the Royal Garrison Artillery in 1846. Served in the Turkish War and the Crimean War, being decorated in the Battle of Sebastopol.</p>

<p>I have full records of his post-military life - marriage, birth of children, census entries and death.  However, absolutely nothing before his joining the army.  No birth or christening records, no record of any parent with the name Brighton.</p>

<p>The military record states his place of birth as Montrose, Scotland.  I have trawled online records, have been to the Scottish Records Office in Edinburgh, and to Montrose.  There is no record of anyone with the surname Brighton living in that area at that time.  Indeed the staff at the SRO suggested there was noone called Brighton in Scotland at all around this time.</p>

<p>I am left with the conclusion that he gave a false name to the army.  Especially as he joined up at Newcastle on Tyne (Brighton Beach).  So, is there any way of checking for missing persons about that time?  Assuming of course he was reported as missing.  Although I suspect it will be impossible to confirm anyone I find is the same man.</p>

<p>I doubt he would have given a false birthplace too far from his real birthplace as he would have been given away by his accent.</p>
"
"What month was Allie Tharp born as shown in 1900 U.S. census?","<p>On the <a href=""http://interactive.ancestry.com/7602/004120028_00389?pid=35387789"" rel=""nofollow noreferrer"">1900 census, the month for line 94, Allie Tharp</a> is not legible to me.  I've compared to other readable dates on the page and cannot determine what month she is reported to have been born in, closest to my eye was <code>Nov</code>, but still pretty far from that.  Note line 90 has the same scribble.</p>

<p>What month was she purported to have been born in 1878?</p>

<p><a href=""https://i.stack.imgur.com/EvFRn.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/EvFRn.jpg"" alt=""enter image description here""></a></p>
"
"What to do with an ancestor's diary?","<p>I just received a couple of diaries spanning a few years in the early 20th century from a relative. She told me she would like to see them be donated to the local historical society, but to feel free to share them with the family first.</p>

<p>My first question is: is it better to transcribe the diaries or scan them page by page? I'd like to have them printed and bound by one of the popular online book printing sites (the cost is very low so they'd make great holiday gifts!).</p>

<p>Also, the relative who sent me the diaries also possesses the majority of family genealogical resources (photos, documents, etc.). My side of the family was left with nearly nothing from our ancestors, and for this reason I'd like to ask the current owner of the diaries if I could substitute the originals with copies to donate to the historical society. How should I approach this matter? It would mean a lot to me to keep them in the family.</p>
"
"What explains sharing a 28.6 cM DNA segment with a sixth cousin?","<p>According to GEDmatch.com I have a sixth cousin that matches my autosomal DNA on chromosome 6 in a segment that is 28.6197 cM from 16,806,001 to 42,035,791.  This only overlaps with my first cousin for 8.2424 cM from 36,403,640 to 41,721,750.</p>

<p>It seems strange to me that a sixth cousin would match such a long segment and further that none of my seven other close cousins that are also related to this person have a long segment.  After the matching 8 cM above, another cousin shows a 5.421 cM segment on a different chromosome, all other matching segments are less than 5 cM.</p>

<p>Does this make sense?  Could there be something wrong with the GEDmatch.com analysis or the DNA files?  Why would a match be so uneven across my cousins.</p>
"
"Any issues getting FTDNA sample vials through airport customs?","<p>I'll be flying internationally next week with the express purpose of collecting DNA samples from some Aunts and an Uncle. I'm bringing a number of FTDNA kits with me (totalling 8 vials). I plan on bringing them with me in my carry on luggage. Should I be at all concerned about getting those vials out of and back into the United States from a customs perspective? Does anyone have any experience or advice?</p>
"
"How to generate a report of ancestors by generation?","<p>Somehow years ago I generated a report (a text file) that listed every person in a Personal Ancestral File (PAF v5) or GEDCOM file by their generation. I only had PAF to work with (and was also playing with a network analyser called Pajek), but I can't find such an option in PAF. How would I have done it?</p>

<p>I've attached here a screenshot of the old file, opened in Notepad, so you can see what information had been generated. The second column (of single-digit numbers) are generation numbers, going from the youngest generation as 1 to oldest generation as 11 (in this dataset). The *.rep file extension might be a clue as to what generated it. </p>

<p>This is not my family tree, it is from anthropological research. So I am not interested in solutions that report on my personal kindred - I'm not in the dataset. In fact, although the names in the dataset are all linked, they belong to multiple descent lines, so any kindred-based solution (e.g. ""tell me about all of Mary's ancestors"") will not work. Somehow I had stumbled upon a report-generator that took all 671 names in the dataset and returned their generational ranking. What might I have used way back all those years ago? What might I use now (preferably without buying anything)?</p>

<p><a href=""https://i.stack.imgur.com/8Zra1.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/8Zra1.jpg"" alt=""enter image description here""></a></p>
"
