title,body
"Kettle souring with lactobacillus - hot plate?","<p>Researching a Berliner weisse and have decided that I will be doing a kettle sour. </p>

<p>Lactobacillus likes to be around 45°C from what I have read so far. Currently my thinking is to transfer the kettle onto a hotplate like <a href=""https://www.amazon.co.uk/Fine-Elements-Electrical-Single-Plate/dp/B00A4DE35G/ref=sr_1_2?ie=UTF8&amp;qid=1461532802&amp;sr=8-2&amp;keywords=hot+plate"" rel=""nofollow"">this</a>, connected to a temperature probe in order to keep a consistent temp.</p>

<p>Would there be any issue with keeping the wort on a direct heat source for a sustained period? Any other issues with this proposal? </p>
"
"Pressing own fruits/berries","<p>I'm planning to make a berry cider this year and considering using fresh berries (raspberry or blackberry). </p>

<p>Does any body knows basic stats on raspberries or blackberries, like how many pounds do you need to produce 1 gallon of juice? What's the approximate starting gravity of freshly pressed berry juice?</p>

<p>I tried to search through google, but no luck. Lots of recipes with sugar additions for making country wine, but now stats on fresh berries.</p>

<p>Thanks a lot.</p>
"
"How much fermentis/safale US-05 yeast to use?","<p>I wondered if anyone who has used the above yeast can give me an idea on the quantity required. I am brewing a fairly high SG IPA (somewhere in the region of 1.065-1.080) batch size 15-20L. </p>

<p>Brewers friend recipe calculator suggests 27g of this yeast based on a 10 billion cells/g density. This is rated at > 6 billion cells/g (which, if i'm calculating correctly, based on the lower estimate of 6 billion cells/g, I would actually need 45g, or 4 packets!!). </p>

<p>I have also seen posts which suggest that 1 packet of this yeast would be ample for a batch this size up to an SG of 1.085?</p>

<p>Any advice would be greatly appreciated as I don't want to under of over yeast!</p>

<p>In case this is needed, I am trying a very basic recipe out (I'm still a newbie);</p>

<p>2-2.5 kg pre-hopped light DME
0.5-1.0 kg dextrose
Fermentis US-05 yeast ? g
50-75g Cascade (dry hop)
50-75g Southern Star (dry hop)</p>

<p>Thanks in advance!
Gary</p>
"
"Pilsner extract kit: why is the original gravity low?","<p>I've just put the extract version of this in the fermenter:
<a href=""http://www.wagonbrewing.co.nz/panhead-port-road-clone?search=pilsner"" rel=""nofollow"">http://www.wagonbrewing.co.nz/panhead-port-road-clone?search=pilsner</a></p>

<p>The gravity is 1.037 which seems way low. Dammit I don't want no weak beer! But I don't understand why it is so low. I did a partial boil (13L once the extract was added), chilled, siphoned to the fermenter and then topped up to 23L per the recipe. Wishing now I stopped at 20L and took a reading. Also aerated it by shaking the fermenter so it is definitely not a mixing issue messing with the reading. There is maybe 1cm of fluid/hops gunk left in the kettle. What happened?</p>

<p>One thing that was not great was the stove I was using was underpowered so it was a weak boil.</p>

<p>Malts:</p>

<ul>
<li>2 x Black Rock Ultra Light Extract 1.7kg Can</li>
<li>250g - Weyermann
Carahell Malt (Steep)</li>
</ul>
"
"How long to chill bottles before carbonation is equilibrated?","<p>When bottle conditioning, it seems (though I haven't done anything scientific enough to know for sure) that I get varying amounts of carbonation depending on how long I refrigerate the beer before drinking.  At first I assume it was just inconsistency with priming but after researching force-carbonation recently I'm beginning to think it may be related to the equilibrium of temperature and carbonation.</p>

<p>I'm thinking that many of the cases where I'm getting less carbonation are within 24 hours or so of refrigerating while those that are refrigerated longer seem to be better carbonated.  Is there possibly something to this?  How long should bottles generally be chilled before serving to ensure that the CO<sub>2</sub> in the bottle is in equilibrium?</p>
"
"Why is my Kombucha getting thicker?","<p>I am brewing my Kombucha for about four months now, starting a new batch every four to five days.</p>

<p>Since three weeks my Kombucha got a little thick (viscous, syrupy). I did not change my recipe, the SCOBY just got bigger.</p>

<p>Is this normal? Is this caused by the bigger SCOBY?</p>
"
"Distillation Yield in Litres and ABV","<p>I am looking to distill 4 liters of 6.5% cider, would i end up with an amount of 90% plus, of what would essentially be flavored ethanol.</p>

<p>Or would i end up with around 2 liters of around 13% apple wine?</p>

<p>What sort of yield would i expect in terms of both liters and ABV?</p>
"
"Why do we boil sugar before priming","<p>I read that when priming you need to boil sugar in water. I don't see the point since sugar is considered an anti septic. </p>

<p>What is the purpose of boiling? </p>

<p>Would it be because we need desolved sugar and the water might be contaminated? </p>
"
"Degassing and it's effects on yeast","<p>I'm wondering if degassing and removing the suspended CO2 (a part of, and a percentage of the wine) changes the totals for ABV% as it applies to yeast tolerance. It seems that by degassing you would inherently increase the existing ABV% because there is less total parts then when you started off before degassing. Even if 1% of the mead/wine is CO2, and it's released through degassing, that would mean the ABV would increase.</p>

<p>On the flip side, by removing one of the two toxins(ethel alcohol &amp; CO2)from the yeast, does this give them more room and less stress to ferment further? Since CO2 is toxic to yeast, does it inhibit the yeast's ability to fully ferment the larger amount of sugars in wine/mead?</p>
"
"Is there a good alternative for protected Nelson Sauvin Hop?","<p>I would like to plant Hoop similar to Nelson Sauvin in Switzerland (Europe).
This NZ hop appears to be under licence, so there is no chance to buy rhizome or plants. </p>

<p>Reference : <a href=""http://www.nzhops.co.nz/variety/nelson-sauvin"" rel=""nofollow"">http://www.nzhops.co.nz/variety/nelson-sauvin</a></p>

<p>Is there a known alternative?
Where would it be possible to buy it?</p>
"
"Can Horizontal Kegging be achieved?","<p>I'm was wondering if a keg could be on a horizontal (or slight angle) position and still provide a constant flux? </p>

<p>I'm just wondering this because I'm looking to buy a horizontal freezer  (which I'm going to tweek the temp control ) and put my kegs and serve draft beer from those. </p>

<p>Anyone tried this and succed / failed ?</p>

<p>Thanks a lot!</p>
"
"Replace corn adjunct of recipe with...?","<p>I've got a recipe for a wild strawberry blonde (I recently asked for <a href=""https://homebrew.stackexchange.com/questions/17387/cleaning-prepping-frozen-strawberries-for-a-strawberry-blonde"">tips on prepping fresh strawberries</a>). Well, I'm finally going to brew this, but...corn?</p>

<p>The blonde recipe I'm looking at right now has ±1.125# of flaked corn.</p>

<p><strong>Tips and thoughts on a grain substitute?</strong> Any general tips or resource links on grain substitution is also welcome.</p>

<p><em>Disclaimer</em></p>

<p>I get it, corn is a respectable adjunct. But it's also the characteristic of many lagers and pilsners I dislike the most. And 20+ years of homebrewing (on and off) and appreciating craft beer, corn on the nose and palate really turn me off.</p>
"
"Fermenting/Conditioning Longer When Kegging","<p>I'm getting ready to try kegging for the first time and I'm wondering how much conditioning time might be lost in the process (assuming the keg is refrigerated and force-carbonated immediately after filling).</p>

<p>When bottling the beer gets another couple of weeks or more at room temperature to further condition/age. When kegging the lower temperatures will likely be inhibiting this some, if not entirely, which makes me wonder if I should leave it in the fermenter longer than normal.</p>

<p>Assuming I'm at the point where I would normally bottle (say two weeks into primary for a lower gravity ale), would that be too early to keg? Should I leave it longer to account for earlier cooling?</p>
"
"What woods can be safely used to flavour/age beer?","<p>There is a history of people using oak barrels to age and mature beer. These days people often use bourbon soaked oak chips to flavour beer in the secondary.</p>

<p>Also, I have seen people asking about using maple, spruce and pine on the site? Regarding, spruce/pine they have been looking for a pine/spruce flavour that you would get from the needles.</p>

<p>What experience have people had using these and are there any woods you should avoid due to health/food safety risks?</p>
"
"Use expired yeast or wait for new yeast to arrive?","<p>I just brewed with what I now realise is a rather old <a href=""https://www.williamsbrewing.com/KOLSCH-HOME-BREWING-BEER-KIT-P1329.aspx"" rel=""nofollow"">Williams Brewing Kolsch</a> kit.  The yeast is Wyeast 2565 Kolsch and the packet has already expanded.  I have no idea when it expanded, so I assume it must be months ago and that the yeast has already died/gone dormant.  The manufacture date is 07 Jul 2014.</p>

<p>I have already ordered a replacement yeast packet which will hopefully arrive towards the beginning the week.</p>

<p>I have chilled my wort and it is now sitting in the fridge, where I can control its temperature.  Right now I have it at normal refrigeration temperature (4°C).  I will raise up the temperature suitable for fermentation before any pitching.</p>

<p>Should I:</p>

<ol>
<li><p>Pitch the expired yeast packet now and just let it be?</p></li>
<li><p>Pitch the expired yeast packet now, then also pitch the new one when it arrives?</p></li>
<li><p>Or throw away the old one and wait for the new one to arrive (and expand) then pitch that?</p></li>
<li><p>Something else?</p></li>
</ol>
"
"What are the effects of adding water after the boil?","<p>During the boil a lot of water is evaporated off. I have a 30L boiler and generally end up with around 22L in the fermentation vessel. After racking off from the fermentation and leaving the trub behind I can end up with as little as 19L worth of beer.</p>

<p>To increase the amount of beer at the end or to intentionally reduce the ABV I occasionally add water (same sterile water used for mashing) to the fermentation vessel just before pitching the yeast. </p>

<p><strong>What are the effects of adding water at this stage? Pros vs cons.</strong></p>

<p>Follow up question. I intend to upgrade my equipment in the future. I have 30L kegs I use in my kegerator so 30L is the target batch size.</p>

<p>What is the difference between the above method of adding water to get up to 30L vs having a large enough boiler which can boil down to 30L? Is one better than the other, if so, why?</p>
"
"Do darker ales suffer less with choloramines/chlorophenols?","<p>I have done many many brews with untreated local tap water, and I have only 3 times had an issue with chlorophenols. I now treat the tap water with 1 campden tablet/100l/20gl. But, revieing my records it looks like it was only pale ales that were affected.</p>

<p>This leads me to question do darker ales in some way buffer the chlorophenols?</p>

<p>Is there something in dark or aromatic malts that reduces chlorophenol generation?</p>

<p>Is it just when it happens they mask the flavour?</p>

<p>Or is this just random chance and it affects all ales the same but I just happen to have been affected on 3 pales?</p>
"
"First time brewing with Mr. Beer","<p>First attempt at home brew. Not sure what to look for. My brewing time line so far is: </p>

<ul>
<li>28 days in fermenter tank. </li>
<li>Bottled at room temp for 36 days. </li>
<li>Put in fridge yesterday, 24 hours refrigerated so far. </li>
</ul>

<p>Questions: </p>

<ol>
<li>Bottles have small rafts floating on top, will those settle? </li>
<li>How long should I leave in fridge before trying?</li>
</ol>

<p>Thx Ken</p>
"
"How to store spent grain while waiting on your dryers","<p>We are trying to develop a method to dry spent grains with a small DIY solar dryer.  When we pick up the spent grain it is get too much volume for our dryer and then how to store it.  Our drying process is very small and slow.  We do not have the ability to freeze the spent grain.</p>

<p>We have developed and plan to use a 5-gal bucket system in which the lid pushes all the air out of the bucket.  The lid has an airlock.   We plan to put the spent grain in these 5-gal buckets with water, push the air out, put in the airlock and store them until the dryers are free to process the spent grain. </p>

<p>Our questions are:
1.  Will this work?<br>
2.  Should we mix yeast or sugar into the buckets to keep them from spoiling? </p>

<p>We are not brewers, so this is all new to us. Thanks for any input</p>
"
"Does cider need yeast nutrient?","<p>From what I've read, beer wort is relatively rich in nutrients and mead must is nutrient-poor.  <strong>Where does cider fit on this spectrum?</strong></p>

<p>I typically do small batches and pitch pretty generously, one dry yeast packet split between two one-gallon batches.  I always use some adjunct sugars, either brown sugar, juice concentrate, or honey.</p>

<p>I'm hoping to get a batch started this weekend - do you think it would benefit from some nutrient?  Would something like Mangrove Jack's M02 that claims to have nutrient in it suffice?</p>
"
"Can I all grain brew 20 litre lager batch using 12 litre pot and same 4.3 kg grain bill?","<p>To elaborate, the recipe I have was for 20 litre batch at OG 1046. I used my 12 litre (safely boilable) pot to mash the 4.3 kg grain bill specified for a 20 litre batch. My problem was that I only ended up with 12 litres of wort at 1044 in my FV after liquoring back.</p>

<p>Despite keeping the amount of grain the same I didn’t end up with wort concentrated enough to get near my 20 litres target.</p>

<p>Was it ever possible meet the 20 litre volume with my 12 litre pot?</p>

<p>Otherwise, I can’t work out where I went wrong.</p>

<p>Thanks </p>

<p>UPDATE: As requested, this update gives the recipe used, which is the Munich Helles from James Morton's book, BREW. However in terms of method I didn't follow the books Lager Method in terms of water quantities as I decided to use a 12 litre pot for mash/boil and use the liquor back approach which is discussed in the book albeit in an on/off manner throughout the book. (FYI The book suggests it's possible with a 10 litre pot, but its never discussed wrt to a specific recipe)... (i'd recommend the book though).</p>

<p><strong>TARGET NUMBERS</strong>, <br> OG 1.046-1.048 <br> FINAL GRAVITY 1.011-1.013 <br> ABV: 4.5% - 4.7% <br> <br>
<strong>BATCH SIZE</strong> <br> 20 Litres <br>
Estimated Efficiency 70%</p>

<p><strong>GRAIN BILL</strong> <br>
Pilsner Malt, German 4.3kg (9.5lb) <br>
(I asked for the grain to be crushed, the MaltMiller.co.uk did this for me) <br><br>
<strong>HOPS:</strong> <br>
First wort hop: Hallertauer (4% AA) 40g (1.5 oz) <br>
Aroma Steep: Hallertauer (4% AA) 60g (2.125 oz) <br><br>
<strong>YEAST:</strong> GERMAN LAGER YEAST: WLP830 <br><br>
1 IRISH MOSS TABLET (I used Protofloc)</p>

<p><strong>The Method</strong> <br> 
Prepare a starter a week before in 2 phases from 2 pure yeast sachets, based on a yeast calculators estimate of my required cell count. </p>

<p><strong>MASH IN</strong>
I insulated the 12 litre pot with 4 layers of large bubble wrap and string and lined it with the grain bag. I filled it the with 9 litres at 69.5°C , as 2:1 ratio is quoted as a minimum, and poured in the 4.3kg grain, and pushed the grain down with a plastic paddle so the water covered it. I then stirred a little so that there were no obvious clumps of dry grain. The water temperature dropped to 50°C (ish), although it was impossible to get a confident reading, as it was so thick. I then added just boiled water in 500 ml increments until i was getting my target 65°C and started a 1 hour timer and put the glass lid on. I checked this approximately 15 min intervals and it appeared to approximately hold the temperature for the whole hour (again it was hard to know if the reading was representative of all the pot.) i believe there was about 11 litres of water in the pot, at this point.</p>

<p><strong>MASH OUT</strong>
I attempted to raise the grain temperature, initially on maximum heat (gas), to 75°C but i had a differential of about 15C between the edge of the pot at (85C) and the centre of the grain at (70°C), I kept trying to stir the grain but to no real avail over 15 mins. I effectively gave up and moved onto the sparge.</p>

<p><strong>SPARGE</strong>
I pulled out the grain into a massive caterers mixing bowl and poured over 2 litres of water at 75°C, and let it rest for 10 mins. The grain was sat in the water as all the grain and the 2 litres of water fit in the bowl. <strong>In hindsight - Perhaps the bowl should have been intentionally small so that water in the grain bag would drip into the bowl rather than soak into the grain more?</strong>
After the 10 mins was up, i gently squeezed the grain bag and I poured the water from the bowl into the pot with the wort and dumped the grain.</p>

<p><strong>BOIL</strong>
I should have taken a starting gravity reading here, but i didn't! I did however use my glass thermometer to allow me to calculate the volume of wort as being 5.5 litres.</p>

<p>I added my first wort hops and put maximum heat on and brought the wort to a boil (no lid), I now added 2 more litres of water (i think should have done before it started boiling) i figured it was better to add more water before boil completion as it would definitely be sanitary, <strong>perhaps there is a better reason not to do this?</strong> I let it boil for 90 mins (no lid). 15 mins before the end of boil I added 1 Protofloc tablet.</p>

<p><strong>STEEP</strong>
I added about 1 litre of cold sanitary water and got the temperature between 75°C and 79°C, added the aroma hops and let them steep for 30 mins.</p>

<p><strong>LIQUOR BACK</strong>
I took a gravity reading, and using a online calculator worked out the gravity at 20°C was 1.105 (i think), i was sure how water to add so i just added <em>some</em> and got to just under 12 litres at 20°C and what i settled as being my Original Gravity of 1.044, meaning i diluted it too much without getting near 20 litre batch, hence my reason for this post.</p>

<p><strong>COOL for PITCHING</strong>
I put the lid on and sealed it with starsan covered clingfilm and placed the pot in the sink in cold water (7°C). This took me hours, as i didn't have ice and only half the pot was in contact with the cold water. [I'm going to make a wort chiller even for this smallish pot or at the very least boil and freeze some water the night before to liquor back with.]</p>

<p>The target was stated as being 8°C, but as the yeast is happy at 8°C to 12°C, i ended up settling for 12°C before i transferred to FV and dumped all the yeast in and gave it a good shake. My FV fridge is set to 8°C and certainly fermentation had started 24 hours later, but it was by no means a vigorous airlock bubbling like you get with an ale at 20°C.</p>

<p>I realized later my yeast amount was for a 20 litre, so i presume i've over pitched, but i understand that's preferable to under pitching, but that has nothing to do with my mash efficiency which is the suspected reason for my poor wort concentration.</p>
"
"First batch result","<p>I'm know enjoying my first batch of beer. I think, it will be some kinda use for those who are hesitating to start their brew or still researching. I did quite much research before i did brew. </p>

<p>During brew day I was much afraid of contaminating wort. It happened at some level but finished beer is ok. I will explain how.</p>

<p>First, I malted my own barley and roasted it. It took me quite long time to malt 5 kg of barley at home conditions.</p>

<p>Secondly, I thought that crushing malt with roller pin would gave me the same output as malt mill but I was mistaken. As a result, half of the malt wasn't cracked at all. I found out about it after brew by observing steeped malt. So, my advice here is that you better use grain mill, or blender if you don't have a mill.</p>

<p>Thirdly, It took me about 40-50 minutes to cool down 15Lof hot wort from 100C to 22C in cold bath. As I don't have a wort chiller. My advice: buy or make one for yourself. Unfortunately, I added some 5L more water but it lowered gravity. My advice is not to overadjust gravity of your wort. Do it little by little.</p>

<p>Fourthly, I did sanitation with StarSan while cooling wort down. However, I got infection somehow. The wort didn't ferment much, only 5-7 days then it stopped. But i didn't touch it until 14 days after sealing it. Bottled beer with brown sugar, it worked well. </p>

<p>Fifthly, I had ordered wort racking cane late, therefore I had to pour wort from carboy glass to bottles through cotton and cloth filter but it was inefficient. Some of the yeast got into bottles. Do not repeat my mistake.
After 2 weeks I tasted my beer. It was well carbonated, around 1.5% alcohol and some sour taste. I did research about sour taste, it happens bcoz of infection from cold side of storage. Full article here: </p>

<p><a href=""https://beerandbrewing.com/ask-the-experts-source-of-unintentional-sour-flavors-in-beer/?utm_campaign=editorial&amp;utm_medium=email&amp;utm_source=autopilot&amp;utm_content=sticke-altbier"" rel=""nofollow noreferrer"">https://beerandbrewing.com/ask-the-experts-source-of-unintentional-sour-flavors-in-beer/?utm_campaign=editorial&amp;utm_medium=email&amp;utm_source=autopilot&amp;utm_content=sticke-altbier</a>
In general, i am happy with my first result. I was afraid to ruin everything.</p>

<p>Here is the recipe:</p>

<p>4.5kg caramel malt (malted and roasted myself)
0.5kg dark malt malted and roasted myself)
1 bar of dark chocolate
30gr Sapphire hops at 60 min
30gr Sapphire hops at 30 min
30gr Sapphire hops at 0 min
1 tbsp of baker's yeasts. 
20L water during step mashing
5L water after boil 
Result:
Aroma: Chocolate, nutty, citrus
Flavor: Sour, chocolate,
Color: reddish-brown</p>

<p><img src=""https://i.stack.imgur.com/9u6Cd.jpg"" alt=""enter image description here""><img src=""https://i.stack.imgur.com/ixEMx.jpg"" alt=""enter image description here""></p>
"
"Step mash and under modified malts","<p>I’ve been reading about <a href=""https://beerandbrewing.com/belgian-beer-youre-probably-doing-it-wrong/"" rel=""noreferrer"">common mistakes</a> with Belgian beers and it’s been noted that a “real” Belgian beer requires a step mash. The reason given for this is that apparently this is required for good head formation and retention. </p>

<p>The article also mentions that this will only work with under modified malts and not your typical well modified pilsner. </p>

<p>Given that malting effectively does the same job as a protein rest step (gets the enzymes churning away) what is the benefit?</p>

<p>To put this another way, what’s the difference between a well modified malt and single temp vs an under modified malt and step mash?</p>
"
"Best yeast for bottle conditioning","<p>I’ve used Safale F-2 and sometimes CBC-1 for bottle conditioning with good results. Doing so, flavour impact has been minimal. It also drops its dead clear once bottle fermentation is mostly done. It also goes beyond 10% ABV so residual sugar is also minimal for high gravity beers. Alcohol doesn’t kill the yeast easily.</p>

<ul>
<li>Are there any other general purpose yeast strains suitable for bottle conditioning?</li>
<li>Is there an easy way to measure F-2? I frequently do batches of 5L, 1.3 US gallon. Packaging says 2-7 g per 100L, which means a minuscule 0.2 g per batch for me.</li>
<li>Among my group of brewer friends I’m alone in pitching fresh yeast for bottle conditioning. But it’s recommended when racking on a secondary fermentation vessel, right? Some of my stouts and Belgian ales spend 1-3 months on a secondary (and it sure feels like the yeast isn’t very active any more).</li>
</ul>

<p><strong>Edit</strong>
Elaborated the third question about long secondary.</p>
"
"Ballpark yeast count of starter from harvested commercial yeast","<p>I've harvested some yeast from a commercial bottle (Maine Beer Company's Mo Pale Ale) and stepped it up to a 1L size. I'll be making a pale ale at ~1.055 OG and everything I read indicates I'll want roughly 180-200 billion cells and that about 1L of starter should get me there. But that's 1L of starter built from standard starting points (like liquid vial) so I don't really know if my 1L starter is remotely in the right ballpark.</p>

<p>Here's what I've done:</p>

<ul>
<li>Added slurry from one beer to 250ml starter wort (25g DME, 250g water)</li>
<li>2 days: Observed thin layer of bubbles</li>
<li>3 days: Doubled the starter (added another 250ml, total 500ml)</li>
<li>3.5 days: Observed very nice looking krausen</li>
<li>4.5 days (36 hrs since last feeding): Doubled the starter (added 500ml, total 1L)</li>
</ul>

<p>My plan is 24 hours after the final feeding to refrigerate it for 2-3 days until I brew, decant most of the liquid, and pitch the yeast.</p>

<p>Does this sound like I will reasonably hit my ballpark for cell counts? Should I look for any particular volume of settled-out yeast to validate approximate cell counts?</p>

<p><strong>Update</strong> I doubled again to a total of 2L of starter wort. After another day I refrigerated it 2 days before brewing and I poured out most of the liquid. I brewed a pale ale and from what I can tell fermentation was strong. I ended up with 5.9% ABV, 81% attenuation. </p>
"
"Malted vs unmalted flaked oats","<p>What difference to the mash and ultimately the end product will <em>Flaked Oats</em> vs <em>Malted Flaked Oats</em> make?</p>

<p>I have run a recipe Nut Brown Ale using Malted Flaked Oats several times and recently reordered the same materials again. However, I ordered Unmalted Flaked Oats by mistake. With the remains of the malted oats I had left over about 30% of the oats are from the new unmalted oats. Flaked oats are used to impart the smoothness and better mouthfeel so it begs the question as to which is better for that.</p>

<p><strong>Are Malted Flaked Oats better to use than Unmalted Flaked Oats?</strong></p>

<p>Both are sold as being used to improve smoothness and body/texture. </p>
"
"How to over carbonate?","<p>Why would I want to over carbonate? Simple I’m trying to debug my under carbonated batches. So far I’ve had 4 batches all primed with coopers carbonation tabs and while they have all had some bubbles it’s not nearly the amount I’m looking for. I’ve deliberately added more than i should to see if I can increase the levels but it seems to top out at say porter level carbonation. Not the 3x CO2 I want in a Belgian. </p>

<p>So I’m looking to try and go too far and create some bottle bombs. At least if I can hit the top end I can work backwards in my system. Can someone give me a surefire way to do this with a 7% Belgian Blonde?</p>

<p>I’m conditioning at between 20-22 degrees C and using both caps and swing lids. </p>
"
"Carbonation happening too soon?","<p>I am brewing a batch using the basic Mr. beer brew kit. Carbonation usually takes 10-14 days. However, this time the bottles are hard as a rock within 3 days.</p>

<p>Is this normal? Shall I open the bottles to let the extra carbon dioxide out and wait for entire 2 weeks or is it ok to start freezing the bottles now?</p>
"
"Mixing dry yeast for NEIPA","<p>I have a question did anyone tried to mix Nottingham Ale yeast and Windsor ?
What are the results if you have such an experience?I want to use one pack of each in my NEIPA.I don’t have any other yeast around.</p>
"
"Mum ale recipes/references/sources?","<p>As some of you may be aware I have a strange obsession with old beers styles and trying to recreate historical styles.</p>

<p>My next idea is to try and create the style Mum. ""This is a style originally from Germany but popular in Britain from 1660 to early 19th Century."".[1]</p>

<p>Does anyone know of any sources for this, any contemporary accounts or even some old recipes for this beer style. So, far I have a one line metion on wikipedia and a link from there shared here.</p>

<p>[ 1. <a href=""http://zythophile.co.uk/2012/05/22/endangered-beers/]"" rel=""noreferrer"">http://zythophile.co.uk/2012/05/22/endangered-beers/]</a></p>

<p>==== EDIT ====</p>

<p>Found a couple of other interesting links I need to properly investigate: </p>

<p>This one has a good historical look at the style: 
<a href=""https://witteklavervier.nl/en/history/mum"" rel=""noreferrer"">https://witteklavervier.nl/en/history/mum</a></p>

<p>This contains some guide to a recipe, I think given the bad translation and my terrible schoolboy German:
<a href=""http://www.kruenitz1.uni-trier.de/cgi-bin/getKRArticles.tcl?tid=005_15+opt=1-0"" rel=""noreferrer"">http://www.kruenitz1.uni-trier.de/cgi-bin/getKRArticles.tcl?tid=005_15+opt=1-0</a></p>

<p>NB. I do not mind if the sources are in English, German or Dutch.</p>
"
"Gingerbug issues","<p>I've made a gingerbug  many times in the past and been successful, the longest of which I kept alive for over a year until another project took over. </p>

<p>My issue this time is that after bottling my drinks I find the bottles become as tight as a drum in two days but when it comes to serving the drinks there really isn't much fizz, the bubbles are tiny and by the time I open the bottle for a second time the drink is almost flat. </p>

<p>What am I doing wrong? </p>

<p>I've seen many recipes that recommend burping the bottles for a couple of days but won't that prevent the drink becoming fizzier? </p>

<p>Also I've seen one post that says that the best indicator that it's ready is the presence of bubbles at the top of the bottle, is this true?</p>
"
"Siphon's tip got into the carboy","<p>I am on the 10th day of fermentation, and tried to get a sample to measure gravity with siphon. However after a few pushes, it stopped working and I noticed that the tip got into the carboy, which I cannot recover I believe.
See the picture below
 <a href=""https://i.stack.imgur.com/mRTfP.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/mRTfP.png"" alt=""enter image description here""></a></p>

<p>What should I do now? I cannot wait for another siphon, it is a lame brand, broken on the first attempt. I have a bucket with spigot. I am considering to hold the carboy, and drop the batch inside to the sterilized, sanitized bucket. I have to do the dry hopping today, should I do hopping inside the bucket or inside the carboy?</p>

<p>Any risk here? If it is risky, how can I fix the damn siphon which I will never use again?</p>

<p>The beer tastes fantastic and I dont want to spoil it.</p>

<p>Picture of outer tube:</p>

<p><a href=""https://i.stack.imgur.com/md3Urm.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/md3Urm.jpg"" alt=""enter image description here""></a></p>

<p>I have the following black part</p>

<p><a href=""https://i.stack.imgur.com/9gGL5s.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/9gGL5s.png"" alt=""enter image description here""></a></p>

<p>But not the otherblack part, I guess which must be check valve.</p>
"
"Cidery or wine flavor after bottle conditioning ale","<p>I’ve done a few batches using Safale F2 in combination with dextrose for bottle conditioning. They all came out tasting sour after 2,5 weeks, like I image young sparkling wine would taste. Now it’s do 2-3 weeks additional lagering. Previous attempts with F2 and DME came out like sweet beer. The use of dextrose is new to me.</p>

<p>I also did a tasting after only 1 week of bottle fermentation. I did pick a very faint sour taste back then. But in other respects a very limited flavor impact. Over all it was a good back then, but still lacked some CO2.</p>

<p>At <a href=""https://www.morebeer.com/content/homebrew-off-flavors"" rel=""nofollow noreferrer"">https://www.morebeer.com/content/homebrew-off-flavors</a> the flavor is similar to what’s mentioned as cidery. Since then I’ve done some research and it seems like champagne yeast may be labelled as ale bottling yeast. Additionally, any original yeast flavor profile is gone or very faint.</p>

<ul>
<li>Is it likely that F2 in combination with a monosaccharide will produce flavors like sour and wine-like? Or should I look for other possible causes?</li>
</ul>
"
"Taste Test for Stale Beer","<p>I am curious to know what stale beer really tastes like.  For me I can read about what certain off flavors are supposed to taste like.  However, taste and flavor can be so subjective its hard to really now until someone says; ""Here, this is really stale.""</p>

<p>So I was wondering if anyone knew the best way to maybe force stale a beer in a closed bottle?  Or how best to doctor a beer to get it to stale after opening?
What is stale beer supposed to taste like?</p>

<p>EDIT:  Are there any BJCP instructors on-line here that can speak to how the BJCP trains judges to pick out oxidation?</p>
"
"How do you avoid disturbing sediment when moving your fermenter to rack or bottle?","<p>When it's time to rack or bottle, do you have to move your fermenter?  For instance, my fermenters sit in the closet of my office room until it's time to rack or bottle, at which point I move them to the kitchen counter.  This bothers me because I know the shifting process disturbs the trub or sediment, sort of defeating one of the purposes of conditioning.</p>

<p>Do you have a setup where you don't have to move your fermenters before racking or bottling?  If so, describe it.  If not, how long do you let them sit after moving them before siphoning?</p>
"
"Does your beer have a ""house"" flavor?","<p>I identify ""house"" flavor as a similar flavor that carries across several different styles of beer from the same brewery.  </p>

<p>What parts of the brewing process or ingredients lend to ""house"" flavor the most?</p>

<p>What commercial breweries in your area, or in your experience have a distinct house flavor?</p>
"
"Which inkjet-printable labels perform well?","<p>I've never bothered to label my beer before, but I think I want to start.  Have you ever used inkjet-printable labels on your brew before?  How did they perform?  Are there any brands of labels that you could either recommend or advise to avoid?</p>
"
"Is the price of copper making plate chillers the better choice?","<p>This <a href=""http://rads.stackoverflow.com/amzn/click/B001UFS268"" rel=""nofollow"">copper-in-plastic counter-flow chiller</a> seems to mitigate the effect that the high price of copper has on <a href=""http://www.northernbrewer.com/default/chillzilla.html"" rel=""nofollow"">all-copper counter-flow chillers</a>.  I'm not sure the Chillzilla even has to have an all-copper outer pipe. It seems to have one only because copper is more malleable than other types of pipe and so the Chillzilla can be more easily manufactured and kept small.  Even then, can either of these compete with a plate chiller?</p>

<p>It seems that most of the cost of a plate chiller is in manufacturing, and most of the cost of a copper-based chiller comes from raw materials. For the same price, I can go for a janky-looking, bulky hose-based chiller, or a <a href=""http://www.northernbrewer.com/default/shirron-plate-chiller.html"" rel=""nofollow"">Shirron plate chiller</a>.  I know there are cleaning concerns with plate chillers, but is that really enough to warrant the price difference, given the difference in performance?</p>
"
